,distance_haversine,trip_direction,Fare,Additional Charges,work_day,month,hour,hour_temp,hour_wind,rain,metro_x,metro_y,pick_dist_dt,drop_dist_dt,pct_bach_x,median_income_x,sex_ratio_x,pct_non_white_x,pct_age_18_29_x,pct_no_car_x,pct_bach_y,median_income_y,sex_ratio_y,pct_non_white_y,median_age_y,pct_no_car_y,residential_den_x,empoloyment_den_x,network_den_x,dist_to_tran_x,walkability_x,residential_den_y,empoloyment_den_y,network_den_y,dist_to_tran_y,walkability_y
1438944,4.0926504646519914,75.99878081722197,10.0,0.0,1,9,20,59.0,7.0,0,0,0,7.912563588953347,9.819488618239667,17.1,70234,122.3,22.40000000000001,17.861020629750268,16.3,9.2,43438,93.0,57.4,31.8,25.9,-2.1975982778158185,-1.8775724510652216,0.7396323660079179,464.6971428571428,9.011627906976743,1.072060354418767,-0.3654079622258318,3.018253807450605,294.6642857142856,10.291666666666668
908351,4.796069947579624,100.59354475717323,10.0,0.0,1,12,21,27.0,13.0,0,0,1,1.9220248278407963,6.6923983240831255,38.4,78720,84.0,14.599999999999996,41.41761438772812,47.8,42.4,100708,94.9,26.3,31.8,54.6,2.622847328836712,2.027932097325003,3.0999263356767366,352.71399999999994,13.033333333333333,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333
235389,5.069517672595711,173.67595001894662,7.5,2.55,1,11,14,35.0,15.0,0,0,0,9.819488618239667,14.044936034045953,11.8,71190,93.9,22.599999999999994,15.630212056230643,8.4,17.1,70234,122.3,22.40000000000001,33.8,16.3,0.3866328810457015,-0.3687105073841495,2.49414420126769,286.462,10.30833333333333,-2.1975982778158185,-1.8775724510652216,0.7396323660079179,464.6971428571428,9.011627906976743
1033038,8.825919381138666,-67.00137777204064,10.0,0.0,1,11,22,32.0,9.0,0,1,0,8.232895608369033,0.5930295341181974,46.7,101679,94.6,36.6,30.753605525086325,39.8,25.0,115192,155.9,16.5,28.8,27.9,0.0376200635388619,-0.4455859525352778,2.056691930659961,502.02499999999986,10.314814814814817,1.1339843403034653,0.9606962686071784,2.5796321730417726,215.92,9.5
1358328,4.626763250348072,-58.60135796715692,7.5,2.55,1,5,14,54.0,5.0,0,0,1,11.273992582929948,6.650243740524174,35.1,155729,96.9,14.400000000000004,20.257234726688107,18.7,32.1,82383,65.0,7.799999999999998,34.0,19.2,-3.0258725126642503,-3.4039447550958997,0.8696796937213783,395.70941176470586,7.598148148148148,-2.3686708043586777,-2.3882505230225024,0.9907551151106616,419.30125,8.369976359338063
192606,1.2181321507708018,-41.11943746747897,5.0,2.55,0,5,2,39.0,11.0,0,0,0,3.66016268743185,2.612935909258161,37.9,98186,79.4,18.3,29.44444444444445,51.1,42.5,122479,96.5,15.900000000000004,31.4,26.1,4.416219271293933,5.451764016701431,3.4891598199992417,259.73333333333335,15.83333333333333,-2.8001305603537348,-2.8723266751165877,0.9214076045388376,376.91,8.420068027210883
233743,3.586514296928221,27.21460564482697,12.5,2.55,1,12,19,28.0,0.0,0,1,1,3.1145259128434133,1.8756509501640304,49.1,103664,84.5,30.200000000000006,22.290076335877863,32.0,39.8,55284,88.5,28.0,26.2,36.1,2.024968790790904,3.060892839067375,3.0741497621954426,354.05571428571426,12.535714285714285,-2.2612350198623137,-2.6322568155591983,1.0823541551495048,299.74,8.277777777777779
17339,4.418231106269451,-62.27697642659156,10.0,2.55,1,1,18,19.0,24.0,0,1,0,6.339141446564637,1.9220248278407963,42.4,100708,94.9,26.3,36.33516053249804,54.6,33.6,143221,110.7,10.0,28.2,22.8,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333,-2.8602724110662394,-2.7702335473866624,0.9036365127513624,266.06565217391307,7.884353741496594
617963,3.0074627831406135,3.892433487485003,7.5,2.55,1,3,7,25.0,11.0,0,0,0,9.812084191090843,7.7565237601117865,17.8,102250,95.8,21.8,21.592748462285535,8.8,13.8,65417,119.9,26.40000000000001,32.6,11.6,-1.9529899624822948,-1.392188356786668,0.873296635956536,168.98,11.133333333333333,1.453780280144919,0.1042733344267494,2.9263470754873167,385.235,11.9
1533795,2.9069347053086085,-106.9297186939832,5.0,2.55,1,10,7,48.0,13.0,0,0,0,4.11352365561431,6.991912521635142,7.1,62813,117.0,36.4,15.927272727272726,15.9,7.0,34127,96.2,74.2,37.1,21.6,0.6144440699213579,2.1961968727568,2.72989843296188,305.7775,13.875,-1.1487412495110667,-2.418099026074302,1.6800127720303362,268.7816666666667,12.0625
856273,3.3590124174857654,114.83347738087696,2.5,2.55,1,3,20,40.0,5.0,0,1,1,2.2474063365515717,5.581928459274581,28.7,119432,107.6,23.700000000000006,49.52830188679246,24.2,35.4,128243,107.1,14.599999999999996,33.5,27.2,-2.447617401843128,-2.5141671439889146,0.6767032044135187,328.98769230769227,7.976851851851853,-0.7007188575579879,0.1802263447428147,1.4527003679120625,275.3755555555556,11.5679012345679
1028344,4.291445214867291,-42.03263791554244,5.0,2.55,0,6,10,65.0,5.0,0,1,0,4.989758795828622,1.0683666025646807,43.7,116909,92.3,24.099999999999994,27.124598250990356,42.3,40.1,148616,83.2,12.400000000000004,30.0,17.2,-1.5746798528603168,-0.1882143687453562,1.1431056366278582,377.6207142857143,10.62,-0.9181001215245492,-0.5500109763013766,1.612734975392896,256.6,12.3
913837,4.569518547663546,-94.49892174296998,7.5,2.55,0,11,10,30.0,10.0,0,1,1,1.9220248278407963,2.8863704837530584,7.7,30676,98.5,94.3,12.174773755656107,42.8,42.4,100708,94.9,26.3,31.8,54.6,2.3784367485187667,2.4407175683264315,3.7095463412596805,241.06500000000003,18.208333333333336,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333
463203,2.0197570574908688,4.542926889875266,7.5,2.55,1,8,8,52.0,17.0,0,1,0,2.733507011760232,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,38.8,114007,103.9,32.5,35.5,22.3,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,-0.0047959204955613,0.5147064036189275,1.6619896335779407,167.19333333333338,11.166666666666668
1050687,11.164936753945362,128.7556792711078,15.0,0.0,1,7,21,59.0,7.0,0,0,0,2.94149831504367,8.76103623261608,11.7,72366,110.8,16.099999999999994,25.621970920840067,17.6,42.7,97188,78.6,67.8,38.0,18.4,-1.1399922115937189,-1.4562489443917113,1.4904877283349809,530.0523076923076,9.938271604938274,0.9612157915873883,2.5641070357951747,3.5722246488837968,244.08,16.833333333333336
106066,5.7775768306643895,70.42374135739627,10.0,2.55,1,9,16,68.0,6.0,0,0,0,4.550261683197087,7.904248519044546,32.3,119392,134.2,10.700000000000003,43.104082383229134,15.5,25.4,107734,91.0,17.5,33.6,14.1,0.2019212417929198,-0.0460815841492128,2.076970793787532,282.5300000000001,10.34375,2.4074097092154707,1.8057505424826488,3.36953447242714,106.21799999999999,15.566666666666665
496584,12.054453524810475,107.3090849432608,20.0,2.85,1,4,9,44.0,9.0,0,0,0,2.612935909258161,14.637490680789847,24.4,39152,87.5,29.099999999999994,48.088492140500676,33.8,37.9,98186,79.4,18.3,40.6,51.1,-2.5686761127819326,-2.400577346998733,0.9280759567537366,427.5492173913044,8.101581508515812,4.416219271293933,5.451764016701431,3.4891598199992417,259.73333333333335,15.83333333333333
1522489,2.401756941005158,72.32577806063674,7.5,0.0,1,7,10,72.0,3.0,0,0,0,11.222795764815041,9.109037631431768,44.7,42201,107.6,58.8,29.367420517863003,49.1,16.6,49091,80.7,95.9,34.4,30.5,-0.0126441022694087,-0.5421828469480282,1.9279164263571282,471.444705882353,12.454545454545455,2.6094859627054827,0.9783529844900528,3.2731183188461825,330.8066666666667,12.944444444444445
953517,3.6753716950906234,-144.72296063277938,7.5,0.0,1,5,22,35.0,6.0,0,0,1,1.9220248278407963,3.367709390383217,31.8,38798,96.8,75.7,41.08074915566472,45.7,42.4,100708,94.9,26.3,31.8,54.6,3.2307554368039706,2.0700113670288545,3.562867263072808,224.64,14.583333333333336,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333
559835,1.2191499299750712,-134.29097002709275,5.0,2.55,0,10,1,31.0,8.0,0,0,0,5.301990327414563,5.288026444377758,26.2,93980,101.1,13.099999999999996,22.807017543859647,10.5,33.9,128125,100.5,16.799999999999994,30.3,18.4,2.5489493899505016,1.7106824279450452,3.1808290675775126,137.59799999999998,14.866666666666665,-0.3092291089285228,0.9131784442214724,2.4668874256378266,411.725,11.833333333333336
180096,5.5723520949366625,99.89828519278349,10.0,2.55,1,1,13,1.0,8.0,0,0,0,2.733507011760232,6.822048607526289,44.0,157125,112.2,7.400000000000006,24.593183911575068,7.8,38.8,114007,103.9,32.5,35.5,22.3,-2.6429276846076557,-2.694395117940755,0.8750803586806205,377.3427272727273,7.377777777777776,-0.0047959204955613,0.5147064036189275,1.6619896335779407,167.19333333333338,11.166666666666668
1500238,8.959070872181181,-25.0438413879397,7.5,0.72,0,7,11,68.0,14.0,0,1,1,13.924934117285625,5.581928459274581,28.7,119432,107.6,23.700000000000006,49.52830188679246,24.2,15.9,69844,90.2,28.099999999999994,36.2,9.3,-2.447617401843128,-2.5141671439889146,0.6767032044135187,328.98769230769227,7.976851851851853,-1.1599292929294502,-1.25058941250274,1.6261824340335542,415.0326666666666,9.222222222222221
1584129,11.731396812991798,136.05727917193744,7.5,2.55,1,7,9,72.0,5.0,0,0,0,13.489273820437337,7.301236453247218,0.4,27891,866.0,71.3,48.134147523504886,2.0,8.0,32935,66.7,100.0,39.6,38.3,0.910600459881272,1.5003585200830012,2.8558883075834687,617.36,12.583333333333332,0.5337763180651124,0.1768566877130405,2.3469310897790723,214.84799999999998,11.062500000000002
492244,5.909806827804331,-12.748698765727266,10.0,2.55,1,2,21,31.0,15.0,0,1,0,6.831518482792743,1.8756509501640304,49.1,103664,84.5,30.200000000000006,22.290076335877863,32.0,14.8,65900,101.5,35.7,31.4,18.8,2.024968790790904,3.060892839067375,3.0741497621954426,354.05571428571426,12.535714285714285,0.6028649005724274,-0.5248615259439313,2.1740344967312546,293.035,8.15
440748,6.77596931429631,-168.06174442218503,10.0,2.55,1,2,21,31.0,15.0,0,0,1,0.2704668475477904,6.540058806919106,7.5,20417,98.6,88.4,15.425531914893615,42.8,60.1,176000,86.0,31.3,21.2,34.5,1.4807988805952512,1.8918187464447558,3.1600653915331316,448.20200000000006,13.899999999999995,-1.0700474434044944,1.0885710824612491,1.7131107825478114,425.8025,11.812500000000002
303988,2.132426768212232,-53.25512289027381,5.0,2.55,0,12,3,26.0,11.0,0,0,0,4.989758795828622,2.8574576376868293,25.6,158375,95.1,50.9,21.885157096424702,23.4,40.1,148616,83.2,12.400000000000004,30.0,17.2,-1.3063478508288011,-2.1929646883020157,1.4317836525951106,351.10600000000005,8.866666666666667,-0.9181001215245492,-0.5500109763013766,1.612734975392896,256.6,12.3
648945,2.3985260094328282,-143.64261231349172,7.5,0.72,1,8,19,68.0,9.0,0,0,0,6.0995148886325214,6.072280185271512,25.2,106339,98.8,24.200000000000006,29.549248747913182,26.1,33.2,132222,103.4,12.299999999999995,31.6,19.9,1.054546842392068,0.026087057920432997,2.7940556705323183,218.935,10.236111111111112,-0.0412091215487138,0.2017689047025644,2.09689638833789,317.175,10.433333333333334
1271344,3.986575050394397,4.310473943940857,2.5,2.55,1,5,9,57.0,14.0,0,1,0,4.669539894775807,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,12.3,22951,64.7,82.1,31.7,46.6,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,2.3444916863490133,1.0895106023416237,3.6574368265504815,225.98,14.833333333333336
923805,5.010796603821107,178.935478789709,7.5,0.0,1,11,17,27.0,20.0,0,0,0,4.370627654721994,7.173619496577327,18.8,103750,102.0,17.700000000000006,26.20144832126399,12.6,38.5,94598,88.4,13.099999999999996,32.2,38.4,-0.3861602307224527,-0.6628704062729848,1.5463553216705883,236.03500000000003,9.566666666666666,-0.8904621785203146,-1.5033912981092334,1.3924222858971238,205.36,10.864583333333332
1229847,5.7309973378218055,-26.126755400184642,7.5,0.0,1,11,21,27.0,5.0,0,1,0,8.72515052704809,3.0031628599519093,30.9,104423,88.0,35.2,30.02232142857143,20.2,13.4,55194,90.2,25.099999999999994,31.8,28.6,1.236782554130366,1.4457092486063157,2.628420853785141,171.66,12.166666666666668,0.5807004353765094,0.5711237253855437,2.4888407372124544,500.6855555555555,10.84375
1170989,4.248435504181091,-154.37068986107244,2.5,2.55,1,1,22,21.0,7.0,0,0,0,8.597658248635902,8.5789370755605,23.1,95333,124.0,13.5,28.603859250851308,13.9,33.2,107500,138.6,9.099999999999994,27.2,28.1,1.5925392542016863,0.7172178899229926,3.0887139741183787,350.30199999999996,14.033333333333335,-1.765700000967041,-1.5158163342996511,1.1512180599097197,508.413870967742,10.301724137931034
360865,13.808750400168094,76.45912817769262,17.5,3.02,0,6,14,42.0,17.0,0,1,0,13.58883856544647,0.2704668475477904,60.1,176000,86.0,31.3,71.2234706616729,34.5,3.1,28014,91.4,95.9,34.7,37.3,-1.0700474434044944,1.0885710824612491,1.7131107825478114,425.8025,11.812500000000002,-1.6568001574110105,-2.289810304372561,1.2649308751086203,550.36375,7.022988505747125
330573,2.1680640627200507,-124.65237598543621,7.5,2.55,1,4,12,35.0,28.0,0,1,0,2.533517692875012,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,48.3,84223,66.3,19.0,57.9,53.7,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,-1.001143891715962,-0.6904288121566408,1.3134938149313446,278.2307692307693,10.229885057471266
1562181,4.648156644679394,109.08520801786749,2.5,2.55,0,10,10,37.0,7.0,0,0,0,13.515398002050162,8.888900610741436,48.1,43846,71.2,55.1,31.70955882352941,50.6,19.6,44286,70.2,96.8,39.7,21.6,-1.6070201838249716,-2.1385056527347928,1.2881688914266287,370.3553846153846,8.583333333333334,1.4857793060376625,2.6794080893591476,3.2742256931229066,525.1090909090909,13.772727272727275
1129078,5.629516029659891,-159.67477031531394,10.0,2.55,1,11,11,34.0,16.0,0,0,0,12.848638084886478,12.979723020677929,5.9,48077,124.5,52.0,14.622480355312605,23.6,27.2,79414,112.1,21.099999999999994,38.6,28.6,-2.8535915262636102,-3.143935829905069,1.032565800869545,193.12,7.4,-2.393211600718252,-2.384605306580119,0.9906415318271312,362.614705882353,7.7863475177304995
148913,3.4274631924414023,-142.3149046993429,7.5,2.55,1,8,21,58.0,3.0,0,0,0,6.279582399898881,5.301990327414563,33.9,128125,100.5,16.799999999999994,32.6962457337884,18.4,32.8,70057,87.9,12.5,30.5,46.6,-0.3092291089285228,0.9131784442214724,2.4668874256378266,411.725,11.833333333333336,-1.5130866032473609,-2.0726105961304726,1.2388462904662814,542.35,7.565217391304348
707412,2.031412562753575,136.96576372778472,5.0,2.55,1,8,22,66.0,7.0,0,1,0,3.66016268743185,5.581928459274581,28.7,119432,107.6,23.700000000000006,49.52830188679246,24.2,42.5,122479,96.5,15.900000000000004,31.4,26.1,-2.447617401843128,-2.5141671439889146,0.6767032044135187,328.98769230769227,7.976851851851853,-2.8001305603537348,-2.8723266751165877,0.9214076045388376,376.91,8.420068027210883
1307447,6.373633965243571,-87.8903553565786,22.5,0.0,1,1,16,14.0,20.0,0,0,0,2.0389142350389804,4.696263614033186,21.8,44727,97.7,95.0,30.288331985987607,34.7,48.9,111970,91.0,32.90000000000001,37.4,34.7,2.1824128088948807,0.8485768360843875,3.1982549114728696,258.0313333333333,14.4,3.489694422219217,3.159504629753916,3.4701182292714785,168.08666666666667,16.222222222222225
596458,6.353615434401562,-107.11598137799645,12.5,2.55,1,11,4,22.0,8.0,0,0,0,6.6923983240831255,2.733507011760232,38.8,114007,103.9,32.5,15.462068965517242,22.3,38.4,78720,84.0,14.599999999999996,31.5,47.8,-0.0047959204955613,0.5147064036189275,1.6619896335779407,167.19333333333338,11.166666666666668,2.622847328836712,2.027932097325003,3.0999263356767366,352.71399999999994,13.033333333333333
1084439,4.780980957157771,-87.71229737306984,5.0,2.55,1,3,23,17.0,5.0,0,0,1,2.9272673264789657,4.524743420669156,6.3,36005,112.3,60.4,19.104,24.8,33.6,141378,102.8,26.700000000000006,33.4,27.5,-3.317600433850109,-3.5443200417528584,0.8123329714873638,499.79333333333335,10.380952380952381,-1.7079021796287719,-0.3038152159902173,1.358737693702266,301.0800000000001,9.666666666666666
775053,2.6545194371814547,-119.08834726244127,5.0,2.55,0,5,0,38.0,15.0,0,0,0,12.214340738436649,10.36245467765948,22.9,85671,93.7,10.599999999999994,9.832443380592892,14.3,25.5,95958,93.1,26.8,39.6,21.6,-2.6555903608910074,-2.77141232909232,0.9906041282083132,387.784,7.303385416666666,-1.9749089925052443,-1.9982409483976449,1.0244125076153845,412.44093023255823,8.763480392156861
990380,4.170139312941841,-83.34076588719192,5.0,0.0,1,4,8,29.0,10.0,0,1,0,6.279582399898881,2.2474063365515717,35.4,128243,107.1,14.599999999999996,24.458110696642805,27.2,32.8,70057,87.9,12.5,30.5,46.6,-0.7007188575579879,0.1802263447428147,1.4527003679120625,275.3755555555556,11.5679012345679,-1.5130866032473609,-2.0726105961304726,1.2388462904662814,542.35,7.565217391304348
223157,8.0921524250077,115.45527929304548,10.0,2.55,1,10,20,62.0,7.0,0,0,0,2.1830934852099357,10.04967109336676,10.8,25317,107.0,57.6,27.800473016555575,51.9,41.6,67313,71.8,22.8,51.9,49.9,-2.199071965131884,-2.4586854153335564,0.6437640713172209,382.6141176470588,11.37820512820513,3.284298304851183,6.032300942917148,3.5117124231678583,217.26,14.0
652940,14.835360710075037,122.19361470596846,20.0,2.55,1,5,8,59.0,9.0,0,0,1,4.530375085075656,10.944161683585783,13.3,64917,98.2,34.0,19.695734854659058,10.7,18.6,91548,118.4,55.7,23.5,10.6,2.49544553274362,1.4695309067747075,3.3459783211672462,237.37750000000003,14.58333333333333,0.8378040153592593,1.7036125622922096,3.0184017078060714,425.404,12.9
714960,1.8977258271978081,47.12192393503172,5.0,2.55,1,11,12,39.0,9.0,0,0,1,0.9141164186559159,2.1830934852099357,41.6,67313,71.8,22.8,22.75832621690863,49.9,34.9,94667,132.9,39.9,30.0,50.0,3.284298304851183,6.032300942917148,3.5117124231678583,217.26,14.0,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668
327614,2.859869168854334,15.244813662632088,7.5,2.55,1,3,11,33.0,15.0,0,0,1,4.245843020095816,1.5697556677504334,46.2,102902,101.8,53.2,43.22033898305085,53.7,33.0,42313,167.0,47.5,23.0,40.6,3.6614142887434418,5.769830923217111,3.7304424068966235,226.20333333333332,14.166666666666664,0.388526013809546,3.3281802948526504,3.4667753378539405,156.91,15.916666666666664
637551,1.7071716352552953,-47.04535993960823,5.0,2.55,1,5,20,47.0,6.0,0,0,0,12.04858399745106,10.446828568525364,13.2,25257,88.4,59.2,16.56856333115326,43.7,41.5,90288,92.0,18.400000000000013,41.6,23.8,-1.1927580528815365,-1.5078727879873466,1.1724723490300029,307.38599999999997,10.083333333333334,-1.8621816087837049,-2.131261125326754,1.1667144312355378,459.1625581395346,8.554526748971195
1410206,2.3580749509487444,-13.525104079931536,5.0,2.55,1,2,7,20.0,14.0,0,1,1,4.2976028000869855,2.2474063365515717,35.4,128243,107.1,14.599999999999996,24.458110696642805,27.2,19.4,82778,102.3,37.9,29.8,25.2,-0.7007188575579879,0.1802263447428147,1.4527003679120625,275.3755555555556,11.5679012345679,1.8106218919234267,2.063895184689666,2.8873314065959548,179.03833333333333,13.166666666666668
1545735,13.672578301697447,120.7709224435492,5.0,2.55,0,4,14,37.0,15.0,0,1,0,12.85692670094039,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,11.5,23740,98.3,97.8,45.6,51.2,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,-0.4205580738455964,-0.1822802466770905,1.532950787227914,132.96142857142857,12.041666666666664
364208,3.0141398551232683,-72.84515109207851,5.0,2.55,1,12,5,27.0,6.0,0,1,1,3.7846010835801667,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,16.3,36927,74.8,65.6,27.3,43.1,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,-2.8878280948204407,-3.392542324697064,0.9134165077244228,397.13875,9.194444444444445
1046714,1.8005417594634685,-69.11689137749457,5.0,2.55,1,1,21,-1.0,16.0,0,0,0,9.471550369026264,7.67158291356808,27.4,80595,92.1,12.099999999999996,48.004025494800395,39.5,21.2,53013,90.6,17.5,36.5,49.3,-2.006238442919432,-2.3462247309005075,1.0327375739088287,341.0911111111111,8.92063492063492,-1.7708939632816951,-1.745760342358654,1.2559004301515426,211.64142857142846,9.400641025641027
1157868,7.987691245474724,-114.42253492589658,20.0,0.0,1,4,18,33.0,21.0,1,0,1,8.903827365782758,5.056280605075928,12.7,60417,118.7,77.1,22.57700976709241,22.6,23.2,72778,140.3,28.8,29.8,32.1,1.5789199005936656,2.3877092866536787,3.2246154235469504,189.095,17.5,2.192559349592693,0.9975393326957088,3.138001130819932,154.67666666666662,13.966666666666667
213550,3.2371517165905264,-171.63584350040207,17.5,2.55,1,10,18,48.0,21.0,3,1,0,1.7513223580128938,2.9272673264789657,33.6,141378,102.8,26.700000000000006,21.24214596423393,27.5,48.3,121318,126.5,28.5,33.2,43.1,-1.7079021796287719,-0.3038152159902173,1.358737693702266,301.0800000000001,9.666666666666666,4.345970692031494,5.341512303206195,4.19466086701408,161.82666666666668,17.055555555555557
32926,2.3807455717769903,84.75107472825104,7.5,2.85,0,1,17,-1.0,15.0,0,1,0,2.94149831504367,0.5930295341181974,46.7,101679,94.6,36.6,30.753605525086325,39.8,42.7,97188,78.6,67.8,38.0,18.4,0.0376200635388619,-0.4455859525352778,2.056691930659961,502.02499999999986,10.314814814814817,0.9612157915873883,2.5641070357951747,3.5722246488837968,244.08,16.833333333333336
110686,4.432454947657676,-7.982908033223442,7.5,2.55,1,3,23,25.0,0.0,0,1,0,5.637687216408926,1.9220248278407963,42.4,100708,94.9,26.3,36.33516053249804,54.6,33.4,85000,101.4,7.5,32.9,15.7,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333,3.0211862944581607,3.430095228613085,3.6200097873214014,234.695,15.500000000000002
1266073,3.5070616921444784,59.95287644182354,5.0,0.0,1,2,10,17.0,15.0,0,1,0,3.6283314543827685,1.867466685334475,42.6,125708,99.1,26.099999999999994,27.99751822553125,33.3,13.3,35175,98.3,56.5,32.6,45.1,3.487122755681166,5.209128351216295,3.7568466672029515,120.7,17.916666666666668,-0.6005401805059282,-1.7665516461837318,1.8129729540788384,299.5725,9.955555555555557
742969,8.478201205824424,114.36574856073051,10.0,2.55,1,11,19,18.0,14.0,0,0,0,2.1830934852099357,10.446828568525364,13.2,25257,88.4,59.2,16.56856333115326,43.7,41.6,67313,71.8,22.8,51.9,49.9,-1.1927580528815365,-1.5078727879873466,1.1724723490300029,307.38599999999997,10.083333333333334,3.284298304851183,6.032300942917148,3.5117124231678583,217.26,14.0
957623,13.447384222425153,112.93649862838659,5.0,2.55,1,1,19,15.0,8.0,0,1,0,1.7513223580128938,14.956524667059027,21.7,47549,104.1,33.2,27.61919948971456,43.9,48.3,121318,126.5,28.5,33.2,43.1,-2.500839871309503,-2.3228758872216844,0.8544306217657905,379.24952380952385,8.187499999999996,4.345970692031494,5.341512303206195,4.19466086701408,161.82666666666668,17.055555555555557
22833,7.7917550809660305,-90.16444606420087,27.5,2.55,1,5,9,39.0,14.0,0,0,0,8.597658248635902,2.733507011760232,38.8,114007,103.9,32.5,15.462068965517242,22.3,33.2,107500,138.6,9.099999999999994,27.2,28.1,-0.0047959204955613,0.5147064036189275,1.6619896335779407,167.19333333333338,11.166666666666668,-1.765700000967041,-1.5158163342996511,1.1512180599097197,508.413870967742,10.301724137931034
350292,10.63595855252932,101.7779238072143,12.5,2.55,1,1,10,19.0,10.0,0,1,0,9.667128003072397,1.0683666025646807,43.7,116909,92.3,24.099999999999994,27.124598250990356,42.3,68.3,110357,108.6,27.700000000000006,19.9,23.8,-1.5746798528603168,-0.1882143687453562,1.1431056366278582,377.6207142857143,10.62,-0.1988629755641298,4.882271301640165,3.7067640036325686,206.53,14.0
1424250,4.569518547663546,85.50107825703002,10.0,2.55,1,2,19,32.0,10.0,0,1,1,2.8863704837530584,1.9220248278407963,42.4,100708,94.9,26.3,36.33516053249804,54.6,7.7,30676,98.5,94.3,47.0,42.8,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333,2.3784367485187667,2.4407175683264315,3.7095463412596805,241.06500000000003,18.208333333333336
690504,1.8067835851061584,114.06453348536604,5.0,2.55,1,7,16,58.0,11.0,0,0,0,1.8595179948985847,3.66016268743185,42.5,122479,96.5,15.900000000000004,28.322851153039828,26.1,43.0,116897,103.3,28.0,33.5,58.2,-2.8001305603537348,-2.8723266751165877,0.9214076045388376,376.91,8.420068027210883,-2.9463388451785377,-2.3961208197018866,0.8050227730526278,404.21299999999985,10.015873015873016
161349,3.000255403932753,-0.4650057142902062,12.5,2.55,0,6,1,61.0,11.0,0,1,1,2.9272673264789657,1.0683666025646807,43.7,116909,92.3,24.099999999999994,27.124598250990356,42.3,33.6,141378,102.8,26.700000000000006,33.4,27.5,-1.5746798528603168,-0.1882143687453562,1.1431056366278582,377.6207142857143,10.62,-1.7079021796287719,-0.3038152159902173,1.358737693702266,301.0800000000001,9.666666666666666
1037524,6.028056867722207,154.2006388204371,5.0,0.0,0,6,9,48.0,8.0,0,0,0,1.7513223580128938,6.780874966293867,41.0,106840,90.4,15.400000000000004,25.083612040133783,14.5,48.3,121318,126.5,28.5,33.2,43.1,1.5384317026011185,1.3579433268888246,2.9903367570246235,232.90666666666667,14.333333333333336,4.345970692031494,5.341512303206195,4.19466086701408,161.82666666666668,17.055555555555557
94462,2.1841088623545826,-94.9560284086683,5.0,2.55,1,9,12,68.0,17.0,0,0,0,9.772861965879908,7.67158291356808,27.4,80595,92.1,12.099999999999996,48.004025494800395,39.5,35.1,69590,89.4,30.3,37.8,32.3,-2.006238442919432,-2.3462247309005075,1.0327375739088287,341.0911111111111,8.92063492063492,-1.1536411116435037,-1.1204832465108638,1.5028514378168358,382.6448780487805,10.261363636363637
439405,3.313973602854209,137.5815904181325,7.5,2.55,1,1,16,18.0,15.0,0,0,1,3.3971370627896755,6.483332938474944,34.8,113409,99.1,18.200000000000006,32.746370095767695,31.6,44.7,83806,75.9,9.0,34.3,43.2,-2.710864932745792,-2.8380908385034482,0.9580554214526474,346.0081818181818,7.5263888888888895,-1.4107817903072004,-2.2967055698745344,1.3053721669903238,337.96199999999993,7.43939393939394
723098,12.7033144522163,-67.97358889527632,15.0,2.55,1,4,10,35.0,6.0,0,0,1,14.2244307876758,1.7513223580128938,48.3,121318,126.5,28.5,30.89734029331345,43.1,20.0,20357,89.3,31.700000000000006,37.1,51.0,4.345970692031494,5.341512303206195,4.19466086701408,161.82666666666668,17.055555555555557,-1.7271557427763466,-1.7225478208264848,1.199443199859522,543.9108695652174,8.801724137931034
262192,1.2306148972773527,-94.56735459470778,5.0,2.55,1,6,19,47.0,6.0,0,1,1,1.9220248278407963,0.9141164186559159,34.9,94667,132.9,39.9,46.15070729053319,50.0,42.4,100708,94.9,26.3,31.8,54.6,2.7945446981159607,7.107328961307633,3.875154146401044,123.385,18.166666666666668,-0.4012002839059567,0.2024724642319611,1.686003984697088,358.3671428571429,11.45833333333333
