state,county,tract,NAME,pct_bach,median_income,total_pop,sex_ratio,pct_white,median_age,pct_no_car,pct_unemp,age_18_29,pct_age_18_29
17,031,320600,"Census Tract 3206, Cook County, Illinois",46.7,101679,4923,94.6,63.4,32.5,39.8,4.4,1514,30.753605525086332
17,031,350400,"Census Tract 3504, Cook County, Illinois",1.7,13587,2021,70.8,1.6,20.8,74.0,17.7,387,19.148936170212767
17,031,804810,"Census Tract 8048.10, Cook County, Illinois",13.7,73136,7135,95.2,72.5,39.7,6.8,3.6,913,12.796075683251576
17,031,804901,"Census Tract 8049.01, Cook County, Illinois",22.2,102379,6380,88.2,89.8,41.6,2.9,1.1,678,10.626959247648902
17,031,805301,"Census Tract 8053.01, Cook County, Illinois",11.2,64331,3141,103.0,57.0,50.1,3.8,1.6,446,14.199299586119071
17,031,805302,"Census Tract 8053.02, Cook County, Illinois",9.8,88287,3700,97.0,61.9,47.7,6.4,2.6,458,12.378378378378379
17,031,805402,"Census Tract 8054.02, Cook County, Illinois",10.1,71044,5040,104.0,77.7,43.0,6.5,1.8,759,15.059523809523808
17,031,806300,"Census Tract 8063, Cook County, Illinois",11.1,84974,4486,100.0,89.2,42.4,2.4,3.1,481,10.722246990637538
17,031,807100,"Census Tract 8071, Cook County, Illinois",39.4,118971,3485,94.2,66.5,44.4,3.5,1.8,346,9.92826398852224
17,031,808200,"Census Tract 8082, Cook County, Illinois",11.9,70169,5429,97.4,68.4,46.0,5.5,2.9,866,15.951372260084732
17,031,808500,"Census Tract 8085, Cook County, Illinois",12.9,94471,3977,112.7,65.0,45.4,2.1,3.0,451,11.34020618556701
17,031,812900,"Census Tract 8129, Cook County, Illinois",41.3,111607,4579,84.5,80.9,40.6,9.3,4.1,349,7.6217514741209875
17,031,813100,"Census Tract 8131, Cook County, Illinois",31.7,91250,4692,91.1,64.2,35.8,10.2,4.1,521,11.104006820119352
17,031,813200,"Census Tract 8132, Cook County, Illinois",42.9,130880,4528,82.7,70.9,36.4,11.3,2.6,475,10.490282685512367
17,031,813400,"Census Tract 8134, Cook County, Illinois",2.7,52274,8099,95.1,33.2,29.4,7.1,3.4,1280,15.804420298802322
17,031,814100,"Census Tract 8141, Cook County, Illinois",0.7,42176,4287,87.3,29.6,30.5,14.4,1.6,903,21.06368089573128
17,031,291600,"Census Tract 2916, Cook County, Illinois",8.1,47647,976,114.5,64.4,37.9,14.0,1.9,163,16.700819672131146
17,031,292400,"Census Tract 2924, Cook County, Illinois",3.2,31083,2203,82.8,6.2,30.0,42.7,2.4,611,27.7349069450749
17,031,301100,"Census Tract 3011, Cook County, Illinois",4.6,28723,2423,93.4,39.4,27.7,28.0,5.8,462,19.067271976888158
17,031,301600,"Census Tract 3016, Cook County, Illinois",2.4,35411,4881,95.0,52.3,32.3,15.2,6.2,683,13.993034214300348
17,031,805902,"Census Tract 8059.02, Cook County, Illinois",18.4,103417,6096,99.9,84.0,46.5,7.7,0.9,677,11.105643044619423
17,031,806102,"Census Tract 8061.02, Cook County, Illinois",13.5,89139,3581,116.6,75.2,49.2,1.2,4.5,467,13.04104998603742
17,031,806900,"Census Tract 8069, Cook County, Illinois",18.3,75186,5068,89.0,56.9,50.3,11.6,3.0,664,13.101815311760062
17,031,808400,"Census Tract 8084, Cook County, Illinois",17.9,83634,4578,93.7,62.4,45.0,2.6,3.3,409,8.934032328527742
17,031,808600,"Census Tract 8086, Cook County, Illinois",36.6,170313,2104,93.4,95.1,42.7,2.0,0.6,221,10.50380228136882
17,031,310500,"Census Tract 3105, Cook County, Illinois",10.0,46875,1495,103.7,43.2,30.8,32.1,1.4,426,28.494983277591974
17,031,310900,"Census Tract 3109, Cook County, Illinois",6.0,41281,5391,111.6,49.4,30.6,22.4,8.3,1184,21.962530142830644
17,031,843800,"Census Tract 8438, Cook County, Illinois",3.7,34375,1482,81.8,31.6,39.1,29.2,11.9,166,11.201079622132253
17,031,640700,"Census Tract 6407, Cook County, Illinois",3.0,50625,3608,99.2,61.7,33.8,8.7,6.7,449,12.444567627494457
17,031,650100,"Census Tract 6501, Cook County, Illinois",2.6,44722,4415,95.7,48.9,31.3,7.6,8.4,736,16.67044167610419
17,031,828402,"Census Tract 8284.02, Cook County, Illinois",12.1,46713,3910,93.4,49.8,49.2,11.9,4.7,448,11.457800511508951
17,031,828601,"Census Tract 8286.01, Cook County, Illinois",17.0,77608,3989,86.1,66.4,39.5,3.3,2.8,521,13.06091752318877
17,031,830003,"Census Tract 8300.03, Cook County, Illinois",16.9,92660,8115,92.8,9.1,42.5,5.3,10.1,701,8.638324091189157
17,031,830100,"Census Tract 8301, Cook County, Illinois",12.4,71744,3170,79.0,19.3,36.9,1.5,2.7,479,15.110410094637224
17,031,830300,"Census Tract 8303, Cook County, Illinois",9.2,34088,4238,81.1,25.1,43.7,20.2,11.7,540,12.741859367626237
17,031,640300,"Census Tract 6403, Cook County, Illinois",4.8,68397,7157,88.4,61.0,33.2,7.5,5.5,1351,18.87662428391784
17,031,650500,"Census Tract 6505, Cook County, Illinois",4.6,61972,4549,108.7,54.3,34.3,15.6,6.4,783,17.21257419213014
17,031,670400,"Census Tract 6704, Cook County, Illinois",1.5,24667,1656,87.5,9.4,36.6,34.9,18.0,279,16.847826086956523
17,031,680900,"Census Tract 6809, Cook County, Illinois",2.8,17295,3430,84.3,1.1,40.9,69.4,12.9,421,12.274052478134111
17,031,681100,"Census Tract 6811, Cook County, Illinois",3.6,21266,2910,92.0,0.4,29.4,40.0,19.3,678,23.298969072164947
17,031,681300,"Census Tract 6813, Cook County, Illinois",5.5,25927,2279,84.1,0.3,28.4,38.4,17.2,437,19.175076788064942
17,031,690400,"Census Tract 6904, Cook County, Illinois",6.0,21106,3031,84.5,0.1,40.0,40.3,8.1,827,27.284724513361923
17,031,700200,"Census Tract 7002, Cook County, Illinois",4.4,64659,6638,91.2,30.9,33.2,7.8,8.1,1145,17.24917143717987
17,031,711500,"Census Tract 7115, Cook County, Illinois",4.4,47022,2559,84.5,0.0,40.8,21.3,11.4,475,18.56193825713169
17,031,730600,"Census Tract 7306, Cook County, Illinois",11.0,37207,3559,61.1,0.4,43.6,16.1,7.0,416,11.68867659454903
17,031,740200,"Census Tract 7402, Cook County, Illinois",16.0,100361,6661,87.7,95.5,37.1,4.1,1.6,1396,20.957814142020716
17,031,750100,"Census Tract 7501, Cook County, Illinois",9.8,40692,3814,81.9,0.5,45.1,17.3,10.3,617,16.17724174095438
17,031,823605,"Census Tract 8236.05, Cook County, Illinois",15.8,61250,4219,101.0,92.3,47.9,5.4,3.4,711,16.852334676463617
17,031,823803,"Census Tract 8238.03, Cook County, Illinois",9.9,66287,6693,95.5,96.5,41.7,2.7,2.6,728,10.877035708949649
17,031,824506,"Census Tract 8245.06, Cook County, Illinois",10.5,66024,7647,100.1,91.2,44.4,5.4,2.7,1324,17.3139793383026
17,031,824701,"Census Tract 8247.01, Cook County, Illinois",2.7,66840,4319,97.3,85.7,36.0,10.5,4.7,831,19.240564945589256
17,031,825200,"Census Tract 8252, Cook County, Illinois",5.5,80592,2170,111.1,68.7,33.8,0.0,2.9,333,15.345622119815669
17,031,825801,"Census Tract 8258.01, Cook County, Illinois",4.3,44456,3601,58.7,6.6,27.6,15.1,12.8,843,23.410163843376843
17,031,827700,"Census Tract 8277, Cook County, Illinois",3.2,36657,2876,69.1,24.2,34.3,8.9,9.6,406,14.11682892906815
17,031,827902,"Census Tract 8279.02, Cook County, Illinois",5.0,47844,4673,73.4,40.0,38.0,8.6,8.1,664,14.209287395677295
17,031,828100,"Census Tract 8281, Cook County, Illinois",11.3,54940,4816,81.8,57.8,40.4,2.5,6.3,703,14.59717607973422
17,031,828602,"Census Tract 8286.02, Cook County, Illinois",16.0,92630,4663,96.1,40.3,43.4,2.2,3.2,536,11.49474587175638
17,031,805111,"Census Tract 8051.11, Cook County, Illinois",10.8,61052,8294,115.9,70.8,32.9,7.2,5.1,1415,17.060525681215335
17,031,805901,"Census Tract 8059.01, Cook County, Illinois",14.8,81250,4146,86.8,84.2,43.4,4.8,2.1,585,14.10998552821997
17,031,806002,"Census Tract 8060.02, Cook County, Illinois",12.5,60682,7258,81.5,55.7,41.8,11.4,2.4,1014,13.970790851474234
17,031,834600,"Census Tract 8346, Cook County, Illinois",0.6,24500,1975,79.2,10.9,43.7,51.4,14.0,272,13.772151898734178
17,031,834700,"Census Tract 8347, Cook County, Illinois",3.1,22104,1426,64.3,7.2,32.1,46.2,11.4,277,19.424964936886397
17,031,834800,"Census Tract 8348, Cook County, Illinois",2.3,21101,1546,77.1,5.0,47.4,56.9,11.8,205,13.260025873221215
17,031,834900,"Census Tract 8349, Cook County, Illinois",2.3,19676,1615,75.0,1.2,46.0,51.7,10.5,205,12.693498452012383
17,031,835000,"Census Tract 8350, Cook County, Illinois",1.4,26498,5622,95.8,15.8,31.8,35.3,15.6,1193,21.2202063322661
17,031,835100,"Census Tract 8351, Cook County, Illinois",2.6,39398,5505,96.1,40.2,34.1,16.5,8.1,934,16.966394187102633
17,031,835200,"Census Tract 8352, Cook County, Illinois",3.5,47581,2020,108.9,54.3,37.2,12.0,6.2,278,13.762376237623764
17,031,835500,"Census Tract 8355, Cook County, Illinois",3.4,23051,1479,86.7,5.5,54.0,58.1,8.8,167,11.291413116970926
17,031,835600,"Census Tract 8356, Cook County, Illinois",2.1,23918,841,88.6,10.8,40.0,53.3,20.1,170,20.214030915576693
17,031,835700,"Census Tract 8357, Cook County, Illinois",0.0,45885,416,30.0,0.0,15.9,19.5,43.9,114,27.403846153846157
17,031,222700,"Census Tract 2227, Cook County, Illinois",12.7,62733,2462,91.0,81.6,29.6,17.1,2.0,659,26.76685621445979
17,031,231200,"Census Tract 2312, Cook County, Illinois",5.0,33627,6782,83.7,8.1,29.9,31.8,6.5,1341,19.772928339722796
17,031,231500,"Census Tract 2315, Cook County, Illinois",4.3,31888,5772,96.5,3.5,38.7,45.4,11.8,882,15.280665280665282
17,031,240500,"Census Tract 2405, Cook County, Illinois",43.2,156389,2267,99.6,86.7,33.5,9.0,1.4,509,22.452580502867225
17,031,240900,"Census Tract 2409, Cook County, Illinois",17.3,37277,928,136.1,50.9,42.0,29.1,2.9,124,13.36206896551724
17,031,242200,"Census Tract 2422, Cook County, Illinois",37.5,113618,3347,100.2,82.2,31.9,19.4,1.8,1016,30.35554227666567
17,031,243500,"Census Tract 2435, Cook County, Illinois",30.9,104423,3584,88.0,64.8,31.4,20.2,7.3,1076,30.02232142857143
17,031,250500,"Census Tract 2505, Cook County, Illinois",17.6,90058,7452,98.0,48.8,41.5,13.0,6.7,924,12.399355877616747
17,031,251000,"Census Tract 2510, Cook County, Illinois",3.5,37656,960,94.3,4.8,30.9,28.4,10.9,241,25.104166666666668
17,031,190900,"Census Tract 1909, Cook County, Illinois",1.7,55833,2537,106.1,48.6,32.7,15.5,2.7,557,21.955065037445802
17,031,200300,"Census Tract 2003, Cook County, Illinois",4.2,38571,1962,98.4,51.4,29.0,14.9,5.1,507,25.840978593272173
17,031,110100,"Census Tract 1101, Cook County, Illinois",14.2,79122,5367,83.0,83.0,37.5,11.1,3.5,782,14.5705235699646
17,031,110200,"Census Tract 1102, Cook County, Illinois",14.5,81731,3433,84.5,68.0,39.5,19.4,4.2,369,10.748616370521411
17,031,130200,"Census Tract 1302, Cook County, Illinois",22.8,79167,1547,84.4,70.5,48.7,5.6,3.8,136,8.791208791208792
17,031,803005,"Census Tract 8030.05, Cook County, Illinois",19.6,67222,2553,96.8,86.3,43.6,8.3,4.0,276,10.81081081081081
17,031,803300,"Census Tract 8033, Cook County, Illinois",23.8,97353,5652,90.9,88.9,42.7,7.1,2.4,892,15.78202406227884
17,031,803605,"Census Tract 8036.05, Cook County, Illinois",17.4,95089,7272,95.9,76.6,43.3,5.0,3.6,960,13.2013201320132
17,031,271800,"Census Tract 2718, Cook County, Illinois",5.7,17905,841,70.2,0.0,20.8,66.5,3.8,152,18.07372175980975
17,031,280800,"Census Tract 2808, Cook County, Illinois",7.5,17143,888,109.9,9.1,40.6,51.4,12.9,137,15.427927927927929
17,031,280900,"Census Tract 2809, Cook County, Illinois",5.1,18269,991,92.4,9.9,27.6,47.1,24.1,197,19.87891019172553
17,031,281900,"Census Tract 2819, Cook County, Illinois",46.2,102902,6018,101.8,46.8,30.1,53.7,3.5,2601,43.22033898305085
17,031,291200,"Census Tract 2912, Cook County, Illinois",2.0,23819,2480,45.7,1.8,23.7,57.7,11.7,628,25.322580645161292
17,031,803902,"Census Tract 8039.02, Cook County, Illinois",14.1,91010,3437,113.7,74.8,38.0,1.2,1.4,410,11.9290078556881
17,031,040201,"Census Tract 402.01, Cook County, Illinois",17.0,71322,6891,94.1,70.1,33.6,18.1,1.9,1352,19.619793934116963
17,031,040202,"Census Tract 402.02, Cook County, Illinois",13.3,40011,7265,124.0,57.2,35.9,23.8,4.0,1560,21.472814865794906
17,031,040401,"Census Tract 404.01, Cook County, Illinois",27.3,89063,3347,116.8,79.9,35.6,15.8,4.6,498,14.878996115924709
17,031,061901,"Census Tract 619.01, Cook County, Illinois",39.5,60909,3597,101.5,76.0,32.0,50.9,2.7,1186,32.97192104531554
17,031,061902,"Census Tract 619.02, Cook County, Illinois",30.6,64508,4653,101.8,83.6,37.6,43.6,5.7,1470,31.59252095422308
17,031,031501,"Census Tract 315.01, Cook County, Illinois",13.2,25257,4587,88.4,40.8,38.9,43.7,5.9,760,16.56856333115326
17,031,031502,"Census Tract 315.02, Cook County, Illinois",10.8,25317,4651,107.0,42.4,33.1,51.9,5.6,1293,27.80047301655558
17,031,040402,"Census Tract 404.02, Cook County, Illinois",36.5,82798,5269,115.0,81.2,33.1,15.1,2.9,1105,20.971721389257926
17,031,070101,"Census Tract 701.01, Cook County, Illinois",39.7,64968,3878,79.5,84.6,32.4,46.4,4.2,1319,34.01237751418257
17,031,063301,"Census Tract 633.01, Cook County, Illinois",29.8,58371,2768,85.5,79.7,32.0,59.6,0.4,1164,42.052023121387286
17,031,063303,"Census Tract 633.03, Cook County, Illinois",33.2,81705,1223,69.2,89.5,66.8,46.7,2.5,192,15.699100572363042
17,031,063302,"Census Tract 633.02, Cook County, Illinois",38.4,78720,3781,84.0,85.4,31.5,47.8,0.2,1566,41.417614387728115
17,031,070102,"Census Tract 701.02, Cook County, Illinois",32.8,70057,2920,87.9,87.5,30.5,46.6,1.0,1204,41.23287671232877
17,031,070103,"Census Tract 701.03, Cook County, Illinois",31.6,58914,1621,80.1,82.9,27.2,47.7,2.6,975,60.14805675508945
17,031,080201,"Census Tract 802.01, Cook County, Illinois",35.9,87221,3141,80.3,81.8,44.8,31.0,3.7,601,19.134033747214264
17,031,080202,"Census Tract 802.02, Cook County, Illinois",44.7,83806,3302,75.9,91.0,34.3,43.2,3.1,937,28.376741368867354
17,031,081201,"Census Tract 812.01, Cook County, Illinois",37.9,98186,4500,79.4,81.7,40.6,51.1,2.2,1325,29.444444444444446
17,031,081202,"Census Tract 812.02, Cook County, Illinois",39.6,133079,2951,85.4,86.0,57.2,31.7,1.7,359,12.165367671975602
17,031,081401,"Census Tract 814.01, Cook County, Illinois",41.6,67313,2342,71.8,77.2,51.9,49.9,1.7,533,22.758326216908625
17,031,081402,"Census Tract 814.02, Cook County, Illinois",48.9,111970,5325,91.0,67.1,37.4,34.7,1.8,1166,21.896713615023476
17,031,081403,"Census Tract 814.03, Cook County, Illinois",48.3,121318,8046,126.5,71.5,33.2,43.1,0.8,2486,30.897340293313448
17,031,110501,"Census Tract 1105.01, Cook County, Illinois",13.1,86512,5390,101.3,78.0,41.1,5.6,3.5,743,13.7847866419295
17,031,110502,"Census Tract 1105.02, Cook County, Illinois",8.5,59875,3612,90.1,65.2,36.0,22.9,2.0,637,17.635658914728683
17,031,140301,"Census Tract 1403.01, Cook County, Illinois",7.5,46534,2700,92.9,42.2,32.3,26.5,4.1,482,17.85185185185185
17,031,140302,"Census Tract 1403.02, Cook County, Illinois",18.0,72713,4127,101.5,48.7,38.3,11.8,5.2,501,12.139568693966561
17,031,140602,"Census Tract 1406.02, Cook County, Illinois",8.9,51982,4822,104.6,56.9,30.7,25.6,6.1,1189,24.657818332642055
17,031,808100,"Census Tract 8081, Cook County, Illinois",8.9,50291,3634,69.2,82.2,64.1,17.0,1.0,186,5.118326912493121
17,031,818600,"Census Tract 8186, Cook County, Illinois",19.4,86331,4852,103.0,85.3,39.9,5.5,4.7,534,11.005770816158284
17,031,819700,"Census Tract 8197, Cook County, Illinois",37.1,175078,5794,94.4,95.6,40.8,2.5,2.2,330,5.695547117707974
17,031,819802,"Census Tract 8198.02, Cook County, Illinois",34.6,148646,2651,97.0,95.7,46.4,2.3,0.5,259,9.769898151640891
17,031,820103,"Census Tract 8201.03, Cook County, Illinois",12.4,64152,4163,105.8,90.1,40.4,3.5,1.8,473,11.361998558731685
17,031,820700,"Census Tract 8207, Cook County, Illinois",4.3,59467,6732,112.5,65.2,39.6,6.6,0.9,847,12.581699346405228
17,031,822701,"Census Tract 8227.01, Cook County, Illinois",11.3,55662,4607,103.0,73.9,36.3,10.4,4.1,567,12.307358367701324
17,031,823001,"Census Tract 8230.01, Cook County, Illinois",4.8,45292,6407,91.8,69.8,35.5,8.0,5.8,992,15.483065397221788
17,031,823002,"Census Tract 8230.02, Cook County, Illinois",6.1,50024,5845,92.9,88.4,37.7,4.5,2.9,1114,19.059024807527802
17,031,823101,"Census Tract 8231.01, Cook County, Illinois",6.2,49702,4444,97.9,93.7,37.2,12.0,5.7,844,18.991899189918993
17,031,823302,"Census Tract 8233.02, Cook County, Illinois",4.3,49662,5979,102.5,53.3,34.0,7.9,4.9,1076,17.996320454925574
17,031,823703,"Census Tract 8237.03, Cook County, Illinois",7.5,53549,8118,98.4,88.1,33.1,6.4,5.3,1372,16.90071446169007
17,031,823704,"Census Tract 8237.04, Cook County, Illinois",9.4,99306,4123,98.2,96.9,39.1,0.3,4.1,657,15.934998787290807
17,031,835800,"Census Tract 8358, Cook County, Illinois",23.3,49239,1858,62.3,3.6,26.4,15.5,14.3,346,18.622174381054897
17,031,835900,"Census Tract 8359, Cook County, Illinois",7.8,19015,3190,59.0,2.9,36.9,50.7,13.6,539,16.896551724137932
17,031,836000,"Census Tract 8360, Cook County, Illinois",15.5,65667,2785,95.7,1.7,33.4,18.3,10.3,434,15.583482944344704
17,031,818200,"Census Tract 8182, Cook County, Illinois",13.5,70790,4492,104.0,55.6,41.6,4.6,3.2,586,13.045414069456813
17,031,818900,"Census Tract 8189, Cook County, Illinois",20.4,77711,4521,83.9,88.3,43.6,7.2,1.9,492,10.88254810882548
17,031,280400,"Census Tract 2804, Cook County, Illinois",9.7,36698,1760,87.0,9.9,28.7,35.3,7.4,190,10.795454545454545
17,031,292200,"Census Tract 2922, Cook County, Illinois",3.4,32237,2705,84.1,8.3,31.6,44.3,12.7,476,17.59704251386322
17,031,300500,"Census Tract 3005, Cook County, Illinois",2.1,38113,2889,116.4,51.7,33.8,23.7,4.0,481,16.649359640013845
17,031,300600,"Census Tract 3006, Cook County, Illinois",2.5,44492,3186,89.9,51.3,31.1,21.5,6.5,750,23.540489642184557
17,031,310700,"Census Tract 3107, Cook County, Illinois",9.1,44391,1460,119.2,50.5,33.9,41.1,6.5,427,29.246575342465754
17,031,490901,"Census Tract 4909.01, Cook County, Illinois",6.7,38693,3689,102.4,0.0,35.8,29.7,15.7,484,13.12008674437517
17,031,490902,"Census Tract 4909.02, Cook County, Illinois",8.6,45273,4355,80.1,0.5,45.4,28.8,5.9,487,11.182548794489094
17,031,530502,"Census Tract 5305.02, Cook County, Illinois",5.8,44744,1552,91.8,0.0,34.9,15.1,14.5,394,25.386597938144327
17,031,320400,"Census Tract 3204, Cook County, Illinois",60.1,176000,3204,86.0,68.7,21.2,34.5,4.6,2282,71.2234706616729
17,031,020500,"Census Tract 205, Cook County, Illinois",11.7,41432,6584,98.2,38.0,32.6,16.6,8.3,1361,20.671324422843256
17,031,031800,"Census Tract 318, Cook County, Illinois",28.8,78558,1857,113.7,82.7,34.2,28.5,2.7,399,21.486268174474958
17,031,032100,"Census Tract 321, Cook County, Illinois",21.2,53013,6837,90.6,82.5,36.5,49.3,4.6,1789,26.16644727219541
17,031,040100,"Census Tract 401, Cook County, Illinois",25.1,85368,3879,100.9,82.8,37.2,13.8,1.1,561,14.462490332559938
17,031,050300,"Census Tract 503, Cook County, Illinois",23.6,84844,2723,96.3,80.7,38.0,4.8,5.1,319,11.715020198310686
17,031,051200,"Census Tract 512, Cook County, Illinois",32.9,129167,1594,96.5,82.4,31.8,6.9,1.8,380,23.83939774153074
17,031,061800,"Census Tract 618, Cook County, Illinois",27.3,73523,1340,124.1,74.4,27.8,46.5,3.8,590,44.02985074626866
17,031,062300,"Census Tract 623, Cook County, Illinois",42.5,154000,1602,113.3,84.3,30.8,23.5,2.2,448,27.965043695380775
17,031,070400,"Census Tract 704, Cook County, Illinois",34.8,113409,3237,99.1,81.8,33.3,31.6,0.0,1060,32.74637009576769
17,031,070600,"Census Tract 706, Cook County, Illinois",44.0,157125,3257,112.2,92.6,30.2,7.8,2.0,801,24.59318391157507
17,031,071300,"Census Tract 713, Cook County, Illinois",48.0,112788,3982,113.6,84.0,29.9,24.0,2.5,1421,35.68558513309895
17,031,080300,"Census Tract 803, Cook County, Illinois",42.5,122479,4770,96.5,84.1,31.4,26.1,2.1,1351,28.322851153039828
17,031,081600,"Census Tract 816, Cook County, Illinois",43.0,116897,4000,103.3,72.0,33.5,58.2,2.8,1142,28.549999999999997
17,031,081800,"Census Tract 818, Cook County, Illinois",35.4,128243,9919,107.1,85.4,33.5,27.2,2.5,2426,24.458110696642805
17,031,081900,"Census Tract 819, Cook County, Illinois",25.6,158375,923,95.1,49.1,33.2,23.4,1.4,202,21.885157096424702
17,031,770602,"Census Tract 7706.02, Cook County, Illinois",6.8,63112,5211,119.2,73.3,31.4,8.7,5.2,1087,20.859719823450394
17,031,770901,"Census Tract 7709.01, Cook County, Illinois",9.6,69321,5243,96.6,88.5,44.6,10.0,2.7,518,9.879839786381844
17,031,770902,"Census Tract 7709.02, Cook County, Illinois",9.0,60000,3473,89.8,92.3,45.1,11.5,2.2,384,11.056723293982149
17,031,802003,"Census Tract 8020.03, Cook County, Illinois",20.0,99881,2629,114.3,80.6,38.3,1.7,3.2,234,8.900722708254088
17,031,802004,"Census Tract 8020.04, Cook County, Illinois",18.5,45045,5186,73.3,60.8,39.0,6.4,3.0,574,11.068260701889702
17,031,823702,"Census Tract 8237.02, Cook County, Illinois",10.5,56938,6149,78.9,81.3,37.4,5.9,4.2,1080,17.56383151731989
17,031,825000,"Census Tract 8250, Cook County, Illinois",9.0,63931,4834,116.6,75.7,43.8,4.2,6.7,940,19.445593711212247
17,031,826201,"Census Tract 8262.01, Cook County, Illinois",8.4,33989,3502,85.6,15.4,56.0,20.4,4.8,387,11.050828098229584
17,031,826301,"Census Tract 8263.01, Cook County, Illinois",8.8,52917,4006,83.3,10.8,36.2,7.4,12.3,669,16.699950074887667
17,031,827200,"Census Tract 8272, Cook County, Illinois",5.4,38077,4377,90.5,29.9,33.8,10.2,9.5,791,18.07173863376742
17,031,827802,"Census Tract 8278.02, Cook County, Illinois",8.6,67319,3439,95.8,12.0,38.1,5.3,6.9,563,16.37103809246874
17,031,828504,"Census Tract 8285.04, Cook County, Illinois",1.8,45625,6277,87.5,22.6,29.4,2.8,15.0,1363,21.71419467898678
17,031,828801,"Census Tract 8288.01, Cook County, Illinois",24.7,88225,5669,95.5,46.6,38.0,3.3,5.9,615,10.848474157699771
17,031,829200,"Census Tract 8292, Cook County, Illinois",4.0,48763,5492,111.6,41.8,40.6,10.4,4.1,854,15.549890750182083
17,031,829301,"Census Tract 8293.01, Cook County, Illinois",10.8,70313,4223,75.2,33.0,37.6,5.8,7.3,623,14.752545583708265
17,031,340400,"Census Tract 3404, Cook County, Illinois",8.1,45329,2031,106.2,10.9,42.5,28.0,4.7,278,13.687838503200394
17,031,360200,"Census Tract 3602, Cook County, Illinois",2.6,22242,1503,61.4,3.2,30.6,53.1,12.5,152,10.113107119095142
17,031,190800,"Census Tract 1908, Cook County, Illinois",5.2,47955,7338,94.9,45.8,34.5,13.1,8.3,1097,14.94957754156446
17,031,191200,"Census Tract 1912, Cook County, Illinois",1.8,50863,3934,88.2,46.0,28.9,12.2,3.6,836,21.25063548551093
17,031,210100,"Census Tract 2101, Cook County, Illinois",17.1,70234,3684,122.3,77.6,33.8,16.3,2.9,658,17.86102062975027
17,031,220400,"Census Tract 2204, Cook County, Illinois",23.1,95333,2643,124.0,86.5,33.5,13.9,2.9,756,28.603859250851304
17,031,240800,"Census Tract 2408, Cook County, Illinois",16.3,48350,1500,110.7,71.5,32.5,28.1,6.1,341,22.733333333333334
17,031,243000,"Census Tract 2430, Cook County, Illinois",19.4,77794,2274,110.4,75.0,34.8,16.7,4.4,529,23.26297273526825
17,031,250800,"Census Tract 2508, Cook County, Illinois",4.2,32500,2427,77.7,3.5,38.0,20.4,8.3,330,13.597033374536466
17,031,251700,"Census Tract 2517, Cook County, Illinois",5.2,38000,1329,88.5,13.5,29.3,22.7,6.8,374,28.141459744168547
17,031,818401,"Census Tract 8184.01, Cook County, Illinois",11.2,76042,3558,110.7,57.4,41.4,4.1,1.9,553,15.542439572793704
17,031,816500,"Census Tract 8165, Cook County, Illinois",1.7,40632,4289,105.8,59.0,32.4,12.3,4.1,667,15.551410585218001
17,031,420600,"Census Tract 4206, Cook County, Illinois",7.7,23625,2097,69.8,4.6,34.9,45.0,13.9,296,14.115402956604672
17,031,440800,"Census Tract 4408, Cook County, Illinois",5.3,25931,1693,87.7,1.3,37.5,34.8,13.6,280,16.538688718251624
17,031,460200,"Census Tract 4602, Cook County, Illinois",5.0,27976,2482,108.6,53.5,33.7,34.2,10.9,383,15.431103948428687
17,031,802403,"Census Tract 8024.03, Cook County, Illinois",23.8,67917,1395,69.3,83.8,53.1,6.4,2.2,127,9.10394265232975
17,031,802404,"Census Tract 8024.04, Cook County, Illinois",10.3,59258,7433,101.5,50.9,34.8,7.9,1.5,1119,15.054486748284676
17,031,802505,"Census Tract 8025.05, Cook County, Illinois",10.2,56698,6665,107.9,49.8,33.3,6.4,3.1,947,14.208552138034507
17,031,802506,"Census Tract 8025.06, Cook County, Illinois",6.9,83333,2622,131.2,63.7,34.8,5.2,1.8,406,15.484363081617087
17,031,802607,"Census Tract 8026.07, Cook County, Illinois",17.6,112813,1354,116.6,90.3,42.7,0.0,0.4,108,7.976366322008863
17,031,802608,"Census Tract 8026.08, Cook County, Illinois",15.4,58212,6430,81.3,91.1,49.5,3.5,1.1,555,8.631415241057542
17,031,802609,"Census Tract 8026.09, Cook County, Illinois",11.8,54248,6671,114.9,51.6,33.3,5.5,1.0,1238,18.557937340728525
17,031,802610,"Census Tract 8026.10, Cook County, Illinois",15.0,90529,1685,93.5,82.7,46.8,3.5,1.2,166,9.851632047477745
17,031,803012,"Census Tract 8030.12, Cook County, Illinois",25.5,75417,2181,74.8,80.3,38.5,6.0,5.7,263,12.058688674919761
17,031,803013,"Census Tract 8030.13, Cook County, Illinois",21.1,78125,5438,99.4,81.4,42.8,4.3,2.2,551,10.132401618242001
17,031,803014,"Census Tract 8030.14, Cook County, Illinois",13.3,65243,3494,98.9,76.9,40.9,7.1,4.4,558,15.970234688036633
17,031,803015,"Census Tract 8030.15, Cook County, Illinois",19.8,78600,4476,87.5,83.5,51.0,7.2,2.4,492,10.991957104557642
17,031,803016,"Census Tract 8030.16, Cook County, Illinois",31.3,98571,2626,86.0,42.0,33.8,6.9,2.2,341,12.985529322162986
17,031,803017,"Census Tract 8030.17, Cook County, Illinois",18.0,90799,6259,90.9,72.9,40.1,1.5,0.7,978,15.62549928103531
