,year,month,day,hour,hour_temp,hour_wind,hour_prec
4698,2021,5,19,12,61.0,16.0,0.0
4699,2021,5,19,13,62.0,17.0,0.0
4700,2021,5,19,14,61.0,17.0,0.0
4703,2021,5,19,15,61.0,15.0,0.0
4704,2021,5,19,16,61.0,13.0,0.0
4705,2021,5,19,17,60.0,14.0,0.0
4706,2021,5,19,18,59.0,13.0,0.0
4707,2021,5,19,19,58.0,8.0,0.0
4708,2021,5,19,20,59.0,8.0,0.0
4710,2021,5,19,21,59.0,6.0,0.0
4711,2021,5,19,22,59.0,5.0,0.0
4712,2021,5,19,23,60.0,5.0,0.0
4714,2021,5,20,0,60.0,0.0,0.0
4715,2021,5,20,1,60.0,5.0,0.0
4716,2021,5,20,2,59.0,6.0,0.0
4718,2021,5,20,3,58.0,6.0,0.0
4719,2021,5,20,4,58.0,8.0,0.0
4720,2021,5,20,5,58.0,7.0,0.0
4721,2021,5,20,6,57.0,9.0,0.0
4722,2021,5,20,7,57.0,10.0,0.0
4723,2021,5,20,8,58.0,11.0,0.0
4725,2021,5,20,9,59.0,15.0,0.0
4726,2021,5,20,10,61.0,14.0,0.0
4727,2021,5,20,11,58.0,17.0,0.0
4728,2021,5,20,12,56.0,18.0,0.0
4729,2021,5,20,13,56.0,18.0,0.0
4730,2021,5,20,14,56.0,17.0,0.0
4732,2021,5,20,15,58.0,15.0,0.0
4733,2021,5,20,16,57.0,15.0,0.0
4734,2021,5,20,17,58.0,11.0,0.0
4735,2021,5,20,18,57.0,13.0,0.0
4736,2021,5,20,19,57.0,6.0,0.0
4737,2021,5,20,20,58.0,6.0,0.0
4739,2021,5,20,21,57.0,7.0,0.0
4740,2021,5,20,22,57.0,7.0,0.0
4741,2021,5,20,23,57.0,7.0,0.0
4743,2021,5,21,0,57.0,3.0,0.0
4744,2021,5,21,1,57.0,6.0,0.0
4745,2021,5,21,2,56.0,7.0,0.0
4747,2021,5,21,3,56.0,6.0,0.0
4748,2021,5,21,4,56.0,6.0,0.0
4749,2021,5,21,5,57.0,8.0,0.0
4750,2021,5,21,6,57.0,10.0,0.0
4751,2021,5,21,7,56.0,14.0,0.0
4752,2021,5,21,8,55.0,16.0,0.0
4754,2021,5,21,9,55.0,16.0,0.0
4755,2021,5,21,10,54.0,17.0,0.0
4756,2021,5,21,11,55.0,13.0,0.0
4757,2021,5,21,12,56.0,15.0,0.0
4758,2021,5,21,13,54.0,17.0,0.0
4759,2021,5,21,14,53.0,14.0,0.0
4761,2021,5,21,15,54.0,15.0,0.0
4762,2021,5,21,16,60.0,13.0,0.0
4763,2021,5,21,17,60.0,7.0,0.0
4764,2021,5,21,18,60.0,6.0,0.0
4765,2021,5,21,19,61.0,0.0,0.0
4766,2021,5,21,20,59.0,7.0,0.0
4768,2021,5,21,21,61.0,6.0,0.0
4769,2021,5,21,22,61.0,0.0,0.0
4770,2021,5,21,23,60.0,0.0,0.0
4772,2021,5,22,0,58.0,3.0,0.0
4773,2021,5,22,1,60.0,5.0,0.0
4774,2021,5,22,2,58.0,5.0,0.0
4776,2021,5,22,3,57.0,6.0,0.0
4777,2021,5,22,4,56.0,7.0,0.0
4778,2021,5,22,5,55.0,8.0,0.0
4779,2021,5,22,6,56.0,7.0,0.0
4780,2021,5,22,7,57.0,9.0,0.0
4781,2021,5,22,8,58.0,8.0,0.0
4783,2021,5,22,9,58.0,10.0,0.0
4784,2021,5,22,10,59.0,11.0,0.0
4785,2021,5,22,11,59.0,8.0,0.0
4786,2021,5,22,12,58.0,9.0,0.0
4787,2021,5,22,13,58.0,13.0,0.0
4788,2021,5,22,14,58.0,9.0,0.0
4790,2021,5,22,15,58.0,11.0,0.0
4791,2021,5,22,16,58.0,13.0,0.0
4792,2021,5,22,17,56.0,14.0,0.0
4793,2021,5,22,18,56.0,10.0,0.0
4794,2021,5,22,19,56.0,6.0,0.0
4795,2021,5,22,20,57.0,8.0,0.0
4797,2021,5,22,21,58.0,10.0,0.0
4798,2021,5,22,22,60.0,7.0,0.0
4799,2021,5,22,23,62.0,9.0,0.0
4801,2021,5,23,0,63.0,9.0,0.0
4802,2021,5,23,1,63.0,10.0,0.0
4803,2021,5,23,2,63.0,8.0,0.0
4805,2021,5,23,3,63.0,7.0,0.0
4806,2021,5,23,4,63.0,7.0,0.0
4807,2021,5,23,5,63.0,6.0,0.0
4808,2021,5,23,6,63.0,8.0,0.0
4809,2021,5,23,7,63.0,13.0,0.0
4810,2021,5,23,8,63.0,8.0,0.0
4812,2021,5,23,9,63.0,6.0,0.0
4813,2021,5,23,10,63.0,9.0,0.0
4814,2021,5,23,11,63.0,7.0,0.0
4815,2021,5,23,12,62.0,8.0,0.0
4816,2021,5,23,13,63.0,6.0,0.0
4817,2021,5,23,14,62.0,9.0,0.0
4819,2021,5,23,15,63.0,5.0,0.0
4820,2021,5,23,16,65.0,7.0,0.01
4821,2021,5,23,17,61.0,9.0,0.0
4822,2021,5,23,18,56.0,8.0,0.0
4823,2021,5,23,19,53.0,8.0,0.0
4824,2021,5,23,20,53.0,6.0,0.0
4826,2021,5,23,21,53.0,5.0,0.0
4828,2021,5,23,22,53.0,5.0,0.0
4829,2021,5,23,23,54.0,5.0,0.0
4831,2021,5,24,0,54.0,3.0,0.0
4834,2021,5,24,1,55.0,5.0,0.0
4835,2021,5,24,2,55.0,3.0,0.0
4838,2021,5,24,3,55.0,5.0,0.0
4839,2021,5,24,4,55.0,3.0,0.0
4840,2021,5,24,5,55.0,6.0,0.0
4841,2021,5,24,6,57.0,0.0,0.0
4842,2021,5,24,7,59.0,0.0,0.0
4843,2021,5,24,8,61.0,6.0,0.0
4845,2021,5,24,9,62.0,9.0,0.0
4846,2021,5,24,10,59.0,10.0,0.0
4847,2021,5,24,11,58.0,9.0,0.0
4848,2021,5,24,12,57.0,9.0,0.0
4849,2021,5,24,13,55.0,10.0,0.0
4850,2021,5,24,14,55.0,15.0,0.0
4852,2021,5,24,15,54.0,14.0,0.0
4853,2021,5,24,16,55.0,16.0,0.0
4854,2021,5,24,17,54.0,8.0,0.0
4855,2021,5,24,18,54.0,6.0,0.0
4856,2021,5,24,19,52.0,13.0,0.0
4857,2021,5,24,20,52.0,10.0,0.0
4859,2021,5,24,21,53.0,8.0,0.0
4860,2021,5,24,22,53.0,9.0,0.0
4861,2021,5,24,23,54.0,8.0,0.0
4863,2021,5,25,0,55.0,10.0,0.0
4864,2021,5,25,1,56.0,8.0,0.0
4865,2021,5,25,2,56.0,7.0,0.0
4867,2021,5,25,3,57.0,8.0,0.0
4868,2021,5,25,4,58.0,7.0,0.0
4869,2021,5,25,5,59.0,10.0,0.0
4870,2021,5,25,6,60.0,9.0,0.0
4871,2021,5,25,7,59.0,13.0,0.0
4872,2021,5,25,8,59.0,13.0,0.0
4874,2021,5,25,9,59.0,17.0,0.0
4875,2021,5,25,10,60.0,15.0,0.0
4876,2021,5,25,11,58.0,17.0,0.0
4877,2021,5,25,12,57.0,22.0,0.0
4878,2021,5,25,13,58.0,18.0,0.0
4879,2021,5,25,14,59.0,16.0,0.0
4881,2021,5,25,15,55.0,21.0,0.0
4882,2021,5,25,16,55.0,15.0,0.0
4883,2021,5,25,17,52.0,16.0,0.0
4884,2021,5,25,18,59.0,13.0,0.0
4885,2021,5,25,19,61.0,14.0,0.0
4886,2021,5,25,20,60.0,13.0,0.0
4888,2021,5,25,21,59.0,11.0,0.0
4889,2021,5,25,22,60.0,14.0,0.0
4890,2021,5,25,23,60.0,14.0,0.0
4892,2021,5,26,0,63.0,15.0,0.06
4893,2021,5,26,1,64.0,11.0,0.06
4894,2021,5,26,2,63.0,8.0,0.04
4898,2021,5,26,3,63.0,5.0,0.18
4899,2021,5,26,4,63.0,8.0,0.04
4900,2021,5,26,5,62.0,10.0,0.01
4901,2021,5,26,6,62.0,8.0,0.0
4902,2021,5,26,7,63.0,11.0,0.0
4903,2021,5,26,8,60.0,11.0,0.0
4905,2021,5,26,9,60.0,13.0,0.0
4906,2021,5,26,10,55.0,14.0,0.0
4907,2021,5,26,11,49.0,15.0,0.0
4908,2021,5,26,12,48.0,10.0,0.0
4909,2021,5,26,13,47.0,13.0,0.0
4910,2021,5,26,14,46.0,16.0,0.0
4912,2021,5,26,15,45.0,13.0,0.0
4913,2021,5,26,16,45.0,13.0,0.0
4914,2021,5,26,17,45.0,13.0,0.0
4915,2021,5,26,18,47.0,15.0,0.0
4916,2021,5,26,19,52.0,14.0,0.0
4917,2021,5,26,20,48.0,7.0,0.0
4919,2021,5,26,21,49.0,11.0,0.0
4920,2021,5,26,22,46.0,15.0,0.0
4921,2021,5,26,23,45.0,15.0,0.0
4923,2021,5,27,0,46.0,11.0,0.0
4924,2021,5,27,1,47.0,11.0,0.0
4925,2021,5,27,2,46.0,15.0,0.0
4927,2021,5,27,3,47.0,16.0,0.0
4928,2021,5,27,4,46.0,14.0,0.0
4929,2021,5,27,5,45.0,14.0,0.0
4930,2021,5,27,6,43.0,18.0,0.0
4931,2021,5,27,7,42.0,15.0,0.0
4932,2021,5,27,8,42.0,16.0,0.0
4934,2021,5,27,9,41.0,14.0,0.0
4935,2021,5,27,10,39.0,20.0,0.0
4936,2021,5,27,11,41.0,21.0,0.0
4937,2021,5,27,12,39.0,18.0,0.0
4938,2021,5,27,13,43.0,22.0,0.0
4939,2021,5,27,14,44.0,22.0,0.04
4941,2021,5,27,15,46.0,13.0,0.0
4942,2021,5,27,16,43.0,17.0,0.0
4944,2021,5,27,17,43.0,15.0,0.0
4946,2021,5,27,18,45.0,8.0,0.0
4947,2021,5,27,19,45.0,11.0,0.0
4949,2021,5,27,20,45.0,15.0,0.0
4951,2021,5,27,21,46.0,22.0,0.0
4953,2021,5,27,22,45.0,18.0,0.0
4954,2021,5,27,23,44.0,16.0,0.0
4956,2021,5,28,0,43.0,20.0,0.0
4957,2021,5,28,1,42.0,20.0,0.0
4958,2021,5,28,2,41.0,18.0,0.01
4960,2021,5,28,3,40.0,16.0,0.08
4962,2021,5,28,4,40.0,24.0,0.08
4963,2021,5,28,5,40.0,16.0,0.0
4964,2021,5,28,6,40.0,17.0,0.0
4965,2021,5,28,7,40.0,18.0,0.0
4966,2021,5,28,8,40.0,14.0,0.0
4968,2021,5,28,9,40.0,22.0,0.0
4969,2021,5,28,10,42.0,21.0,0.0
4972,2021,5,28,11,42.0,18.0,0.0
4973,2021,5,28,12,40.0,22.0,0.0
4974,2021,5,28,13,41.0,24.0,0.0
4976,2021,5,28,14,40.0,24.0,0.0
4980,2021,5,28,15,40.0,15.0,0.04
4984,2021,5,28,16,41.0,22.0,0.25
4987,2021,5,28,17,41.0,17.0,0.26
4990,2021,5,28,18,42.0,16.0,0.13
4991,2021,5,28,19,42.0,10.0,0.02
4992,2021,5,28,20,39.0,16.0,0.0
4994,2021,5,28,21,35.0,16.0,0.0
4995,2021,5,28,22,29.0,20.0,0.0
4996,2021,5,28,23,27.0,23.0,0.0
4998,2021,5,29,0,28.0,18.0,0.0
4999,2021,5,29,1,30.0,17.0,0.0
5000,2021,5,29,2,30.0,15.0,0.0
5002,2021,5,29,3,31.0,11.0,0.0
5003,2021,5,29,4,33.0,15.0,0.0
5004,2021,5,29,5,32.0,13.0,0.0
5005,2021,5,29,6,31.0,15.0,0.0
5006,2021,5,29,7,31.0,18.0,0.0
5007,2021,5,29,8,29.0,20.0,0.0
5009,2021,5,29,9,27.0,20.0,0.0
5010,2021,5,29,10,25.0,17.0,0.0
5011,2021,5,29,11,24.0,21.0,0.0
5012,2021,5,29,12,28.0,18.0,0.0
5013,2021,5,29,13,28.0,15.0,0.0
5014,2021,5,29,14,27.0,15.0,0.0
5016,2021,5,29,15,27.0,15.0,0.0
5017,2021,5,29,16,27.0,14.0,0.0
5018,2021,5,29,17,25.0,15.0,0.0
5019,2021,5,29,18,25.0,14.0,0.0
5020,2021,5,29,19,27.0,9.0,0.0
5021,2021,5,29,20,29.0,0.0,0.0
5023,2021,5,29,21,30.0,0.0,0.0
5024,2021,5,29,22,32.0,5.0,0.0
5025,2021,5,29,23,32.0,3.0,0.0
5027,2021,5,30,0,33.0,3.0,0.0
5028,2021,5,30,1,34.0,3.0,0.0
5029,2021,5,30,2,35.0,3.0,0.0
5031,2021,5,30,3,35.0,0.0,0.0
5032,2021,5,30,4,37.0,0.0,0.0
5033,2021,5,30,5,40.0,0.0,0.0
5034,2021,5,30,6,42.0,0.0,0.0
5035,2021,5,30,7,38.0,0.0,0.0
5036,2021,5,30,8,36.0,0.0,0.0
5038,2021,5,30,9,32.0,0.0,0.0
5039,2021,5,30,10,30.0,8.0,0.0
5040,2021,5,30,11,30.0,9.0,0.0
5041,2021,5,30,12,28.0,8.0,0.0
5042,2021,5,30,13,26.0,7.0,0.0
5043,2021,5,30,14,28.0,6.0,0.0
5045,2021,5,30,15,26.0,8.0,0.0
5046,2021,5,30,16,26.0,11.0,0.0
5047,2021,5,30,17,26.0,9.0,0.0
5048,2021,5,30,18,26.0,9.0,0.0
5049,2021,5,30,19,29.0,5.0,0.0
5050,2021,5,30,20,33.0,5.0,0.0
5052,2021,5,30,21,35.0,3.0,0.0
5053,2021,5,30,22,36.0,0.0,0.0
5054,2021,5,30,23,35.0,3.0,0.0
5056,2021,5,31,0,37.0,0.0,0.0
5057,2021,5,31,1,39.0,3.0,0.0
5058,2021,5,31,2,39.0,5.0,0.0
5060,2021,5,31,3,40.0,6.0,0.0
5061,2021,5,31,4,41.0,6.0,0.0
5062,2021,5,31,5,42.0,5.0,0.0
5063,2021,5,31,6,44.0,7.0,0.0
5064,2021,5,31,7,45.0,9.0,0.0
5065,2021,5,31,8,45.0,7.0,0.0
5067,2021,5,31,9,43.0,10.0,0.0
5068,2021,5,31,10,44.0,10.0,0.0
5069,2021,5,31,11,43.0,10.0,0.0
5070,2021,5,31,12,44.0,10.0,0.0
5071,2021,5,31,13,43.0,10.0,0.0
5072,2021,5,31,14,43.0,11.0,0.0
5074,2021,5,31,15,44.0,13.0,0.0
5075,2021,5,31,16,43.0,14.0,0.0
5076,2021,5,31,17,43.0,10.0,0.0
5077,2021,5,31,18,42.0,8.0,0.0
5078,2021,5,31,19,43.0,6.0,0.0
5079,2021,5,31,20,44.0,6.0,0.0
5081,2021,5,31,21,45.0,5.0,0.0
5082,2021,5,31,22,45.0,0.0,0.0
5083,2021,5,31,23,45.0,3.0,0.0
5086,2021,6,1,0,45.0,5.0,0.0
5087,2021,6,1,1,45.0,0.0,0.0
5088,2021,6,1,2,46.0,5.0,0.0
5090,2021,6,1,3,45.0,0.0,0.0
5091,2021,6,1,4,47.0,5.0,0.0
5092,2021,6,1,5,50.0,0.0,0.0
5093,2021,6,1,6,53.0,0.0,0.0
5094,2021,6,1,7,48.0,0.0,0.0
5095,2021,6,1,8,45.0,0.0,0.0
5097,2021,6,1,9,43.0,0.0,0.0
5098,2021,6,1,10,43.0,7.0,0.0
5099,2021,6,1,11,45.0,9.0,0.0
5100,2021,6,1,12,45.0,9.0,0.0
5101,2021,6,1,13,47.0,8.0,0.0
5102,2021,6,1,14,44.0,8.0,0.0
5104,2021,6,1,15,45.0,9.0,0.0
5105,2021,6,1,16,45.0,10.0,0.0
5106,2021,6,1,17,46.0,13.0,0.0
5107,2021,6,1,18,45.0,8.0,0.0
5108,2021,6,1,19,45.0,8.0,0.0
5109,2021,6,1,20,44.0,6.0,0.0
5111,2021,6,1,21,43.0,5.0,0.0
5112,2021,6,1,22,43.0,3.0,0.0
5113,2021,6,1,23,43.0,0.0,0.0
5115,2021,6,2,0,44.0,0.0,0.0
5116,2021,6,2,1,45.0,3.0,0.0
5117,2021,6,2,2,45.0,0.0,0.0
5119,2021,6,2,3,45.0,0.0,0.0
5120,2021,6,2,4,48.0,0.0,0.0
5121,2021,6,2,5,49.0,3.0,0.0
5122,2021,6,2,6,49.0,0.0,0.0
5123,2021,6,2,7,46.0,7.0,0.0
5124,2021,6,2,8,48.0,10.0,0.0
5126,2021,6,2,9,47.0,10.0,0.0
5127,2021,6,2,10,46.0,10.0,0.0
5128,2021,6,2,11,47.0,9.0,0.0
5129,2021,6,2,12,46.0,13.0,0.0
5130,2021,6,2,13,46.0,11.0,0.0
5131,2021,6,2,14,47.0,11.0,0.0
5133,2021,6,2,15,47.0,11.0,0.0
5134,2021,6,2,16,47.0,9.0,0.0
5135,2021,6,2,17,47.0,9.0,0.0
5136,2021,6,2,18,46.0,11.0,0.0
5137,2021,6,2,19,47.0,8.0,0.0
5138,2021,6,2,20,46.0,3.0,0.0
5140,2021,6,2,21,47.0,3.0,0.0
5141,2021,6,2,22,46.0,0.0,0.0
5142,2021,6,2,23,47.0,0.0,0.0
5144,2021,6,3,0,47.0,0.0,0.0
5145,2021,6,3,1,47.0,0.0,0.0
5146,2021,6,3,2,48.0,3.0,0.0
5148,2021,6,3,3,47.0,0.0,0.0
5149,2021,6,3,4,48.0,0.0,0.0
5150,2021,6,3,5,50.0,0.0,0.0
5151,2021,6,3,6,52.0,3.0,0.0
5152,2021,6,3,7,54.0,6.0,0.0
5153,2021,6,3,8,52.0,9.0,0.0
5155,2021,6,3,9,50.0,7.0,0.0
5156,2021,6,3,10,46.0,5.0,0.0
5157,2021,6,3,11,45.0,5.0,0.0
5158,2021,6,3,12,44.0,9.0,0.0
5159,2021,6,3,13,46.0,5.0,0.0
5160,2021,6,3,14,46.0,9.0,0.0
5162,2021,6,3,15,47.0,11.0,0.0
5163,2021,6,3,16,47.0,10.0,0.0
5164,2021,6,3,17,46.0,11.0,0.0
5165,2021,6,3,18,45.0,9.0,0.0
5166,2021,6,3,19,47.0,10.0,0.0
5167,2021,6,3,20,48.0,8.0,0.0
5169,2021,6,3,21,47.0,9.0,0.0
5170,2021,6,3,22,48.0,10.0,0.0
5171,2021,6,3,23,48.0,0.0,0.0
5173,2021,6,4,0,51.0,6.0,0.0
5174,2021,6,4,1,51.0,5.0,0.0
5175,2021,6,4,2,49.0,9.0,0.0
5177,2021,6,4,3,51.0,10.0,0.0
5178,2021,6,4,4,52.0,9.0,0.0
5179,2021,6,4,5,53.0,9.0,0.0
5180,2021,6,4,6,53.0,11.0,0.0
5181,2021,6,4,7,53.0,11.0,0.0
5182,2021,6,4,8,53.0,15.0,0.0
5184,2021,6,4,9,51.0,20.0,0.0
5185,2021,6,4,10,51.0,18.0,0.0
5186,2021,6,4,11,50.0,16.0,0.0
5187,2021,6,4,12,48.0,16.0,0.0
5188,2021,6,4,13,48.0,15.0,0.0
5189,2021,6,4,14,47.0,16.0,0.0
5191,2021,6,4,15,45.0,17.0,0.0
5192,2021,6,4,16,46.0,21.0,0.0
5193,2021,6,4,17,45.0,15.0,0.0
5194,2021,6,4,18,48.0,11.0,0.0
5195,2021,6,4,19,48.0,9.0,0.0
5196,2021,6,4,20,48.0,8.0,0.0
5198,2021,6,4,21,49.0,10.0,0.0
5199,2021,6,4,22,50.0,9.0,0.0
5200,2021,6,4,23,50.0,10.0,0.0
5202,2021,6,5,0,51.0,9.0,0.0
5203,2021,6,5,1,51.0,11.0,0.0
5204,2021,6,5,2,52.0,9.0,0.0
5206,2021,6,5,3,53.0,10.0,0.0
5207,2021,6,5,4,54.0,11.0,0.0
5208,2021,6,5,5,56.0,11.0,0.0
5209,2021,6,5,6,57.0,11.0,0.0
5210,2021,6,5,7,58.0,13.0,0.0
5211,2021,6,5,8,59.0,14.0,0.0
5213,2021,6,5,9,60.0,13.0,0.0
5214,2021,6,5,10,59.0,18.0,0.0
5215,2021,6,5,11,57.0,17.0,0.0
5216,2021,6,5,12,57.0,16.0,0.0
5217,2021,6,5,13,57.0,18.0,0.0
5218,2021,6,5,14,57.0,14.0,0.0
5220,2021,6,5,15,57.0,17.0,0.0
5221,2021,6,5,16,56.0,16.0,0.0
5222,2021,6,5,17,56.0,15.0,0.0
5223,2021,6,5,18,56.0,11.0,0.0
5224,2021,6,5,19,56.0,10.0,0.0
5225,2021,6,5,20,56.0,10.0,0.0
5227,2021,6,5,21,56.0,10.0,0.0
5228,2021,6,5,22,55.0,10.0,0.0
5229,2021,6,5,23,55.0,11.0,0.0
5231,2021,6,6,0,55.0,9.0,0.0
5232,2021,6,6,1,55.0,10.0,0.0
5233,2021,6,6,2,55.0,8.0,0.0
5235,2021,6,6,3,55.0,8.0,0.0
5236,2021,6,6,4,56.0,9.0,0.0
5237,2021,6,6,5,57.0,7.0,0.0
5238,2021,6,6,6,58.0,6.0,0.0
5239,2021,6,6,7,59.0,8.0,0.0
5240,2021,6,6,8,58.0,11.0,0.0
5242,2021,6,6,9,58.0,11.0,0.0
5243,2021,6,6,10,59.0,14.0,0.0
5244,2021,6,6,11,60.0,13.0,0.0
5245,2021,6,6,12,60.0,16.0,0.0
5246,2021,6,6,13,60.0,18.0,0.0
5247,2021,6,6,14,62.0,15.0,0.0
5249,2021,6,6,15,60.0,16.0,0.0
5250,2021,6,6,16,60.0,14.0,0.0
5251,2021,6,6,17,61.0,13.0,0.0
5252,2021,6,6,18,61.0,13.0,0.0
5253,2021,6,6,19,61.0,11.0,0.0
5254,2021,6,6,20,63.0,8.0,0.0
5256,2021,6,6,21,63.0,13.0,0.0
5257,2021,6,6,22,64.0,10.0,0.0
5258,2021,6,6,23,64.0,13.0,0.0
5260,2021,6,7,0,64.0,11.0,0.0
5261,2021,6,7,1,65.0,11.0,0.0
5262,2021,6,7,2,66.0,8.0,0.0
5265,2021,6,7,3,66.0,14.0,0.0
5266,2021,6,7,4,66.0,10.0,0.0
5267,2021,6,7,5,67.0,14.0,0.0
5268,2021,6,7,6,67.0,13.0,0.0
5270,2021,6,7,7,67.0,11.0,0.0
5272,2021,6,7,8,68.0,9.0,0.0
5275,2021,6,7,9,68.0,7.0,0.0
5277,2021,6,7,10,69.0,9.0,0.01
5279,2021,6,7,11,68.0,8.0,0.0
5281,2021,6,7,12,67.0,7.0,0.0
5282,2021,6,7,13,68.0,8.0,0.0
5283,2021,6,7,14,68.0,6.0,0.0
5285,2021,6,7,15,66.0,7.0,0.0
5286,2021,6,7,16,67.0,8.0,0.0
5287,2021,6,7,17,67.0,5.0,0.0
5288,2021,6,7,18,66.0,5.0,0.0
5289,2021,6,7,19,67.0,5.0,0.0
5290,2021,6,7,20,68.0,3.0,0.0
5292,2021,6,7,21,68.0,5.0,0.0
5293,2021,6,7,22,67.0,0.0,0.0
5294,2021,6,7,23,67.0,3.0,0.0
5296,2021,6,8,0,68.0,5.0,0.0
5297,2021,6,8,1,67.0,0.0,0.0
5298,2021,6,8,2,67.0,3.0,0.0
5300,2021,6,8,3,67.0,0.0,0.0
5301,2021,6,8,4,66.0,3.0,0.0
5302,2021,6,8,5,67.0,0.0,0.0
5303,2021,6,8,6,67.0,3.0,0.0
5304,2021,6,8,7,65.0,3.0,0.0
5305,2021,6,8,8,65.0,0.0,0.0
5309,2021,6,8,9,65.0,0.0,0.0
5311,2021,6,8,10,65.0,11.0,0.0
5312,2021,6,8,11,65.0,6.0,0.0
5313,2021,6,8,12,65.0,5.0,0.0
5314,2021,6,8,13,64.0,7.0,0.0
5315,2021,6,8,14,64.0,9.0,0.0
5317,2021,6,8,15,64.0,9.0,0.0
5318,2021,6,8,16,66.0,3.0,0.02
5319,2021,6,8,17,66.0,5.0,0.0
5320,2021,6,8,18,67.0,11.0,0.0
5321,2021,6,8,19,66.0,6.0,0.0
5322,2021,6,8,20,65.0,6.0,0.0
5324,2021,6,8,21,65.0,0.0,0.0
5325,2021,6,8,22,65.0,0.0,0.0
5326,2021,6,8,23,65.0,7.0,0.0
5328,2021,6,9,0,65.0,8.0,0.0
5329,2021,6,9,1,64.0,3.0,0.0
5330,2021,6,9,2,64.0,3.0,0.0
5332,2021,6,9,3,64.0,5.0,0.0
5333,2021,6,9,4,65.0,5.0,0.0
5334,2021,6,9,5,65.0,3.0,0.0
5335,2021,6,9,6,65.0,0.0,0.0
5336,2021,6,9,7,65.0,3.0,0.0
5337,2021,6,9,8,64.0,0.0,0.0
5339,2021,6,9,9,64.0,9.0,0.0
5340,2021,6,9,10,64.0,9.0,0.0
5341,2021,6,9,11,64.0,11.0,0.0
5342,2021,6,9,12,64.0,7.0,0.0
5343,2021,6,9,13,64.0,9.0,0.0
5344,2021,6,9,14,64.0,11.0,0.0
5346,2021,6,9,15,63.0,11.0,0.0
5347,2021,6,9,16,63.0,13.0,0.0
5348,2021,6,9,17,65.0,13.0,0.0
5349,2021,6,9,18,65.0,11.0,0.0
5350,2021,6,9,19,64.0,9.0,0.0
5351,2021,6,9,20,64.0,3.0,0.0
5353,2021,6,9,21,64.0,3.0,0.0
5354,2021,6,9,22,63.0,0.0,0.0
5355,2021,6,9,23,63.0,0.0,0.0
5357,2021,6,10,0,63.0,3.0,0.0
5358,2021,6,10,1,63.0,7.0,0.0
5359,2021,6,10,2,62.0,6.0,0.0
5361,2021,6,10,3,62.0,6.0,0.0
5362,2021,6,10,4,63.0,0.0,0.0
5363,2021,6,10,5,63.0,0.0,0.0
5364,2021,6,10,6,64.0,0.0,0.0
5365,2021,6,10,7,65.0,0.0,0.0
5366,2021,6,10,8,65.0,0.0,0.0
5368,2021,6,10,9,65.0,0.0,0.0
5369,2021,6,10,10,66.0,10.0,0.0
5370,2021,6,10,11,65.0,10.0,0.0
5371,2021,6,10,12,64.0,9.0,0.0
5372,2021,6,10,13,62.0,11.0,0.0
5373,2021,6,10,14,63.0,10.0,0.0
5374,2021,6,10,15,63.0,11.0,0.0
5375,2021,6,10,16,63.0,7.0,0.0
5376,2021,6,10,17,64.0,8.0,0.0
5377,2021,6,10,18,64.0,8.0,0.0
5378,2021,6,10,19,64.0,8.0,0.0
5379,2021,6,10,20,64.0,8.0,0.0
5381,2021,6,10,21,64.0,6.0,0.0
5382,2021,6,10,22,65.0,6.0,0.0
5383,2021,6,10,23,64.0,5.0,0.0
5385,2021,6,11,0,64.0,5.0,0.0
5386,2021,6,11,1,64.0,6.0,0.0
5387,2021,6,11,2,64.0,5.0,0.0
5389,2021,6,11,3,64.0,0.0,0.0
5390,2021,6,11,4,65.0,0.0,0.0
5391,2021,6,11,5,65.0,0.0,0.0
5392,2021,6,11,6,66.0,0.0,0.0
5393,2021,6,11,7,66.0,0.0,0.0
5394,2021,6,11,8,65.0,0.0,0.0
5396,2021,6,11,9,66.0,6.0,0.0
5397,2021,6,11,10,65.0,7.0,0.0
5398,2021,6,11,11,65.0,7.0,0.0
5399,2021,6,11,12,64.0,11.0,0.0
5402,2021,6,11,13,62.0,7.0,0.0
5403,2021,6,11,14,61.0,8.0,0.0
5405,2021,6,11,15,60.0,3.0,0.0
5406,2021,6,11,16,60.0,5.0,0.0
5407,2021,6,11,17,61.0,7.0,0.0
5408,2021,6,11,18,62.0,8.0,0.0
5409,2021,6,11,19,59.0,9.0,0.0
5410,2021,6,11,20,59.0,0.0,0.0
5412,2021,6,11,21,60.0,5.0,0.0
5413,2021,6,11,22,64.0,6.0,0.0
5414,2021,6,11,23,66.0,5.0,0.0
5416,2021,6,12,0,67.0,13.0,0.0
5417,2021,6,12,1,67.0,5.0,0.0
5418,2021,6,12,2,66.0,0.0,0.0
5420,2021,6,12,3,66.0,0.0,0.0
5421,2021,6,12,4,67.0,3.0,0.0
5422,2021,6,12,5,67.0,0.0,0.0
5423,2021,6,12,6,66.0,0.0,0.0
5424,2021,6,12,7,65.0,0.0,0.0
5425,2021,6,12,8,65.0,3.0,0.0
5427,2021,6,12,9,66.0,5.0,0.0
5428,2021,6,12,10,68.0,0.0,0.0
5429,2021,6,12,11,67.0,10.0,0.0
5432,2021,6,12,12,66.0,14.0,0.0
5434,2021,6,12,13,63.0,18.0,0.73
5436,2021,6,12,14,68.0,3.0,0.07
5438,2021,6,12,15,68.0,6.0,0.0
5439,2021,6,12,16,67.0,6.0,0.0
5440,2021,6,12,17,66.0,3.0,0.0
